#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Fe54        kin_type:  SRC            
# target_amu: 53.939615                 
# target_density [g/cm3]: 7.8700     
# target_thickness [cm]: 0.5280      
# target_areal_density [g/cm2]: 4.1554
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err
17063,2506.685,129.160,51.526,257.000,16.031,252.724,16.075,4.276,1.186,0.999,1.074E-04,0.992,2.908E-04,1.020,-NAN,0.943,1.472E-03,2.286E+02,7.466E+01,5.737E+01,8.253E+00,2.926E-02,1.470E-01,1.458E-01,9.466E-02,2.984E-02,24981.000,23547.000,-1.0,513.0,129.0,1.0,-0.431,0.393,0.806,0.022,0.993,0.052,1.021,0.035,330.726,340.600,356.340,345.807,306.756,302.752,287.780,290.687,273.222,289.265,307.781,318.549,2.635,2.797,2.907,2.926,2.421,2.203,2.048,2.069,1.914,1.991,2.109,2.231,243.365,245.013,236.204,226.554,252.156,252.017,237.052,234.589,220.103,229.685,232.687,238.423,2.104,2.063,2.085,2.060,2.343,2.129,1.981,1.936,2.215,2.131,2.009,2.120
17072,739.364,35.580,48.122,74.000,8.602,72.684,8.627,1.316,0.658,0.999,1.849E-04,0.992,5.587E-04,1.022,-NAN,0.941,2.746E-03,2.146E+02,6.971E+01,5.354E+01,7.705E+00,2.771E-02,1.378E-01,1.366E-01,8.881E-02,2.832E-02,7369.000,6934.000,-1.0,513.0,129.0,1.0,-0.428,0.381,0.806,0.022,0.993,0.053,1.023,0.034,329.445,340.350,358.801,338.019,304.370,295.683,285.702,289.228,273.614,289.170,297.036,311.773,2.634,3.133,3.027,2.795,2.685,2.285,2.017,2.107,1.942,2.018,2.121,2.201,230.153,234.365,235.951,223.688,256.173,250.858,235.344,234.434,218.126,219.530,227.447,230.333,2.020,2.104,2.129,2.082,2.521,2.398,2.108,1.950,2.245,2.211,1.984,2.198
17059,2881.796,156.672,54.366,306.000,17.493,296.132,17.585,9.868,1.802,0.999,8.307E-05,0.992,2.710E-04,1.019,-NAN,0.941,1.386E-03,2.407E+02,7.883E+01,6.047E+01,8.691E+00,3.132E-02,1.556E-01,1.542E-01,1.002E-01,3.192E-02,28719.000,27037.000,-1.0,513.0,129.0,1.0,-0.424,0.376,0.805,0.022,0.994,0.053,1.021,0.034,330.935,338.607,351.696,334.837,306.503,295.274,276.119,284.634,266.712,278.307,298.469,308.414,2.572,2.710,2.786,2.648,2.658,2.231,1.966,1.951,1.777,1.944,2.125,2.079,232.318,232.915,229.676,222.740,253.182,252.967,236.382,235.048,220.605,219.847,227.757,229.071,1.965,2.004,2.140,1.967,2.339,2.354,1.949,1.910,2.203,2.146,1.889,2.113
17069,693.460,20.206,29.137,38.000,6.164,37.342,6.182,0.658,0.465,0.999,2.371E-04,0.994,6.420E-04,1.048,-NAN,0.940,2.848E-03,1.297E+02,4.117E+01,3.201E+01,4.662E+00,1.252E-02,7.755E-02,7.712E-02,4.951E-02,1.311E-02,6912.000,6500.000,-1.0,513.0,129.0,1.0,-0.408,0.375,0.806,0.022,0.993,0.052,1.017,0.035,336.567,347.990,353.039,340.064,311.372,305.031,284.225,293.069,268.359,287.469,300.967,313.117,3.714,4.517,3.838,3.841,3.803,3.273,2.711,2.896,2.495,2.900,2.908,2.961,231.800,232.270,225.543,219.690,249.832,247.721,234.787,233.660,214.242,219.654,224.428,226.064,2.566,2.572,2.724,2.528,3.002,2.900,2.552,2.488,2.640,2.873,2.781,2.751
17062,2756.628,148.331,53.809,293.000,17.117,285.105,17.193,7.895,1.612,0.999,9.847E-05,0.992,2.751E-04,1.018,-NAN,0.946,1.365E-03,2.386E+02,7.804E+01,5.992E+01,8.617E+00,3.084E-02,1.539E-01,1.526E-01,9.909E-02,3.139E-02,27473.000,25987.000,-1.0,513.0,129.0,1.0,-0.429,0.390,0.806,0.022,0.994,0.053,1.021,0.035,335.895,338.102,354.967,335.008,302.365,297.205,284.798,292.028,272.201,285.443,303.671,313.904,2.742,2.753,2.897,2.703,2.336,2.246,1.992,2.055,1.908,1.952,2.137,2.189,231.368,235.934,232.097,227.355,260.127,253.557,239.722,231.850,217.952,224.387,232.431,227.587,2.008,2.085,1.954,2.098,2.454,2.364,1.997,1.888,2.113,1.999,1.932,2.080
17144,3807.772,233.244,61.255,506.000,22.494,490.211,22.610,15.789,2.279,0.998,9.630E-05,0.991,2.901E-04,1.018,-NAN,0.936,1.259E-03,2.721E+02,8.943E+01,6.839E+01,9.803E+00,3.726E-02,1.117E-01,1.101E-01,1.143E-01,3.791E-02,37946.000,35506.000,-1.0,1025.0,129.0,1.0,-0.485,0.383,0.806,0.022,0.993,0.052,1.022,0.035,337.936,338.975,364.304,344.159,310.602,306.902,306.407,313.958,284.762,301.533,325.572,334.413,2.222,2.398,2.471,2.306,2.166,1.973,1.908,1.989,1.703,1.763,1.946,2.034,255.097,259.245,251.154,245.232,261.904,263.842,257.221,244.716,230.874,238.663,241.940,246.035,2.324,2.377,2.388,2.426,2.546,2.351,2.359,2.166,2.306,2.489,2.217,2.466
17060,3251.846,181.540,55.827,350.000,18.708,338.816,18.806,11.184,1.918,0.999,7.833E-05,0.991,2.547E-04,1.017,-NAN,0.945,1.271E-03,2.475E+02,8.109E+01,6.218E+01,8.935E+00,3.253E-02,1.603E-01,1.589E-01,1.033E-01,3.310E-02,32408.000,30613.000,-1.0,513.0,129.0,1.0,-0.430,0.390,0.806,0.022,0.994,0.053,1.021,0.034,332.429,340.130,350.161,337.155,312.781,295.614,280.838,288.853,268.438,282.521,295.773,310.229,2.628,2.738,2.734,2.739,2.530,2.217,1.917,1.998,1.826,2.044,2.007,2.129,231.200,234.406,233.485,221.923,258.556,250.102,240.102,233.051,217.372,221.209,228.823,231.115,1.971,2.031,1.968,1.962,2.457,2.289,1.999,1.896,2.055,2.188,1.916,2.139
17068,2897.608,119.229,41.148,257.000,16.031,252.066,16.082,4.934,1.274,0.999,9.680E-05,0.994,2.726E-04,1.033,-NAN,0.937,1.431E-03,1.832E+02,5.853E+01,4.536E+01,6.583E+00,1.936E-02,1.117E-01,1.109E-01,7.151E-02,2.000E-02,28875.000,27053.000,-1.0,513.0,129.0,1.0,-0.405,0.389,0.805,0.022,0.993,0.052,1.020,0.034,339.199,339.101,348.770,334.046,310.270,294.182,280.611,291.917,272.561,284.069,300.784,311.376,2.803,3.064,2.772,2.741,2.514,2.254,1.944,2.141,1.926,2.096,2.134,2.114,231.498,233.536,230.339,219.945,253.237,245.676,233.865,226.933,217.397,219.553,225.522,229.469,1.916,1.991,2.187,2.128,2.371,2.206,2.046,1.903,2.044,2.137,2.038,2.098
17141,2972.969,166.509,56.008,323.000,17.972,314.118,18.053,8.882,1.709,0.998,1.156E-04,0.992,3.287E-04,1.019,-NAN,0.938,1.399E-03,2.488E+02,8.143E+01,6.235E+01,8.955E+00,3.294E-02,1.007E-01,9.918E-02,1.033E-01,3.357E-02,29628.000,27797.000,-1.0,1025.0,129.0,1.0,-0.441,0.378,0.806,0.023,0.993,0.052,1.021,0.035,341.646,339.258,356.545,344.003,307.266,303.079,309.593,317.028,284.695,300.016,322.803,329.891,2.285,2.460,2.370,2.329,2.184,1.935,1.970,2.061,1.715,1.780,2.026,2.035,249.331,253.985,244.685,240.719,258.484,260.570,245.977,247.953,229.316,235.666,244.136,240.084,2.390,2.311,2.384,2.323,2.514,2.398,2.313,2.199,2.314,2.510,2.207,2.361
17136,3047.857,185.794,60.959,370.000,19.235,356.184,19.353,13.816,2.132,0.998,1.034E-04,0.991,3.277E-04,1.017,-NAN,0.937,1.395E-03,2.704E+02,8.928E+01,6.804E+01,9.738E+00,3.863E-02,1.130E-01,1.112E-01,1.152E-01,3.926E-02,30374.000,28459.000,-1.0,1025.0,129.0,1.0,-0.434,0.390,0.806,0.022,0.994,0.053,1.021,0.035,333.668,336.368,363.125,342.954,307.369,305.903,306.798,313.973,287.197,296.287,316.464,326.901,2.348,2.337,2.417,2.292,2.123,1.967,1.885,1.987,1.728,1.825,1.905,1.920,249.473,255.281,253.739,245.478,264.593,263.147,255.973,251.034,229.808,236.874,238.405,241.510,2.397,2.309,2.444,2.485,2.460,2.463,2.354,2.302,2.365,2.517,2.248,2.365
17142,3321.088,195.900,58.987,384.000,19.596,374.461,19.676,9.539,1.771,0.998,1.090E-04,0.991,3.105E-04,1.017,-NAN,0.939,1.320E-03,2.620E+02,8.599E+01,6.577E+01,9.436E+00,3.560E-02,1.071E-01,1.055E-01,1.098E-01,3.622E-02,33096.000,31064.000,-1.0,1025.0,129.0,1.0,-0.443,0.387,0.806,0.022,0.993,0.052,1.022,0.035,337.743,336.126,366.514,345.440,314.286,307.131,309.479,313.003,286.385,299.963,326.615,332.871,2.199,2.362,2.537,2.326,2.045,1.958,1.968,1.942,1.715,1.801,1.948,2.016,252.747,247.190,248.944,245.748,259.497,259.938,249.642,248.006,231.021,237.164,240.961,242.646,2.403,2.281,2.474,2.417,2.460,2.330,2.238,2.138,2.275,2.531,2.290,2.363
17067,4336.035,176.884,40.794,371.000,19.261,361.461,19.343,9.539,1.771,0.999,8.063E-05,0.994,2.215E-04,1.033,-NAN,0.937,1.169E-03,1.819E+02,5.804E+01,4.497E+01,6.525E+00,1.928E-02,1.108E-01,1.101E-01,7.099E-02,1.992E-02,43209.000,40485.000,-1.0,513.0,129.0,1.0,0.520,0.381,0.806,0.022,0.993,0.052,1.019,0.034,331.080,341.506,358.494,332.709,310.335,295.436,285.455,289.912,268.677,282.777,296.991,310.236,2.618,3.137,2.961,2.679,2.502,2.276,2.014,2.080,1.871,2.069,2.065,2.131,231.543,232.983,234.330,224.146,250.873,249.479,233.190,233.515,214.272,219.533,225.680,229.483,1.918,1.989,1.989,1.923,2.277,2.244,1.981,1.844,2.007,2.090,2.017,2.106
17061,2977.534,167.594,56.286,341.000,18.466,332.776,18.539,8.224,1.645,0.999,7.980E-05,0.992,2.616E-04,1.017,-NAN,0.943,1.342E-03,2.495E+02,8.176E+01,6.272E+01,9.010E+00,3.276E-02,1.617E-01,1.603E-01,1.042E-01,3.333E-02,29673.000,27993.000,-1.0,513.0,129.0,1.0,-0.438,0.387,0.806,0.022,0.994,0.052,1.021,0.034,331.983,344.195,360.581,339.667,302.394,299.618,283.022,290.188,269.255,283.924,294.818,315.159,2.613,2.859,2.776,2.788,2.291,2.325,1.961,2.004,1.820,1.922,2.025,2.159,233.185,239.335,236.321,226.147,251.553,251.638,240.151,236.557,216.066,225.348,229.699,235.958,2.107,2.012,2.105,2.063,2.376,2.348,2.039,1.974,2.078,2.050,1.948,2.372
17138,3258.859,194.317,59.627,376.000,19.391,362.513,19.505,13.487,2.106,0.998,1.036E-04,0.991,3.115E-04,1.021,-NAN,0.938,1.335E-03,2.649E+02,8.732E+01,6.658E+01,9.534E+00,3.750E-02,1.109E-01,1.091E-01,1.129E-01,3.830E-02,32476.000,30473.000,-1.0,1025.0,129.0,1.0,-0.433,0.398,0.806,0.022,0.993,0.052,1.023,0.035,335.961,339.655,363.814,342.782,308.631,306.911,311.976,321.225,285.461,293.912,328.830,336.448,2.132,2.439,2.452,2.284,2.155,1.956,1.957,2.082,1.716,1.821,1.984,2.043,245.932,255.981,246.879,244.773,258.251,261.796,249.933,246.678,228.627,240.804,241.772,241.873,2.289,2.303,2.490,2.448,2.511,2.652,2.249,2.227,2.290,2.570,2.371,2.339
